Employee_ID,Name,Working_Days,Target_Sales,Actual_Sales,Customer_Satisfaction_Score,Policy_Compliance,Low_Working_Days,Target_Not_Met,Low_Customer_Satisfaction,Non_Compliance_Reason,Month
3093,Sara Chaudhry,21,13924,21643,3.6,No,False,False,True,Low Customer Satisfaction,July
3094,Ahmed Khan,20,14940,12190,4.8,Yes,False,False,False,,July
3095,Aisha Iqbal,15,8924,19248,3.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
3096,Ahmed Butt,26,13615,9773,4.0,No,False,True,False,Target Not Met,January
3097,Zain Javed,22,16670,16786,2.2,No,False,False,True,Low Customer Satisfaction,July
3098,Aisha Khan,27,14783,19037,2.5,No,False,False,True,Low Customer Satisfaction,May
3099,Maira Raza,24,9485,5885,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
3100,Ahmed Tariq,29,17629,11060,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
3101,Bilal Butt,25,18233,20331,4.3,Yes,False,False,False,,August
3102,Fatima Butt,27,17901,11844,3.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
3103,Zain Raza,21,13100,17450,3.1,No,False,False,True,Low Customer Satisfaction,June
3104,Aisha Butt,20,13684,13491,2.8,No,False,False,True,Low Customer Satisfaction,October
3105,Hassan Malik,20,5191,13268,2.8,No,False,False,True,Low Customer Satisfaction,April
3106,Ali Raza,19,13690,13139,4.8,No,True,False,False,Low Working Days,March
3107,Fatima Butt,20,9917,10791,3.9,No,False,False,True,Low Customer Satisfaction,June
3108,Zain Nadeem,26,10831,11171,2.5,No,False,False,True,Low Customer Satisfaction,October
3109,Usman Khan,23,14448,21253,4.2,Yes,False,False,False,,April
3110,Hassan Malik,24,15160,4093,4.2,No,False,True,False,Target Not Met,September
3111,Fatima Sheikh,23,9322,6987,4.0,No,False,True,False,Target Not Met,July
3112,Usman Malik,29,18682,16847,2.4,No,False,False,True,Low Customer Satisfaction,December
3113,Sara Nadeem,24,15378,13967,3.2,No,False,False,True,Low Customer Satisfaction,December
3114,Aisha Malik,22,11999,20218,2.3,No,False,False,True,Low Customer Satisfaction,August
3115,Ahmed Nadeem,24,14008,14452,4.4,Yes,False,False,False,,May
3116,Usman Malik,23,16412,12627,4.0,No,False,True,False,Target Not Met,March
3117,Aisha Khan,27,12282,8947,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
3118,Ahmed Malik,24,14665,10651,3.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3119,Ahmed Javed,22,14278,7144,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
3120,Aisha Chaudhry,22,17391,20460,2.3,No,False,False,True,Low Customer Satisfaction,May
3121,Ahmed Raza,30,6874,12959,4.9,Yes,False,False,False,,May
3122,Maira Nadeem,15,14062,12297,2.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
3123,Zain Tariq,24,9763,10694,2.2,No,False,False,True,Low Customer Satisfaction,January
3124,Sara Raza,25,15234,19835,4.9,Yes,False,False,False,,October
3125,Aisha Iqbal,19,13464,7346,3.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
3126,Ali Sheikh,18,14221,15340,4.4,No,True,False,False,Low Working Days,November
3127,Ahmed Javed,16,16410,4244,2.1,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",February
3128,Maira Chaudhry,22,19519,6625,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3129,Zain Tariq,17,17261,7849,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",March
3130,Bilal Malik,18,6051,13597,4.3,No,True,False,False,Low Working Days,January
3131,Zain Sheikh,26,17225,11737,2.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
3132,Hassan Iqbal,21,14765,18024,3.2,No,False,False,True,Low Customer Satisfaction,April
3133,Aisha Tariq,24,16382,16000,4.4,Yes,False,False,False,,August
3134,Aisha Nadeem,23,17580,12333,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
3135,Aisha Khan,16,12538,21276,3.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3136,Ahmed Chaudhry,17,12411,11310,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
3137,Ahmed Chaudhry,18,16989,6399,2.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
3138,Fatima Chaudhry,24,16481,8640,4.0,No,False,True,False,Target Not Met,October
3139,Ali Nadeem,15,11320,14391,4.0,No,True,False,False,Low Working Days,January
3140,Bilal Javed,21,16939,21853,4.9,Yes,False,False,False,,May
3141,Ahmed Sheikh,16,7105,14892,4.1,No,True,False,False,Low Working Days,April
3142,Hassan Javed,19,18580,15197,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
3143,Fatima Chaudhry,29,5307,17050,4.6,Yes,False,False,False,,February
3144,Maira Raza,15,12737,7374,2.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
3145,Sara Javed,17,8359,16911,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
3146,Ali Sheikh,26,18264,12847,2.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
3147,Ahmed Butt,16,8176,18785,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
3148,Usman Iqbal,15,6251,14960,4.3,No,True,False,False,Low Working Days,April
3149,Bilal Khan,21,10366,17535,3.5,No,False,False,True,Low Customer Satisfaction,April
3150,Usman Butt,19,15939,12234,3.7,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
3151,Ahmed Chaudhry,15,6517,14503,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
3152,Usman Sheikh,20,11226,9122,3.4,No,False,False,True,Low Customer Satisfaction,May
3153,Aisha Sheikh,30,10305,13852,2.3,No,False,False,True,Low Customer Satisfaction,August
3154,Fatima Nadeem,19,19587,9387,4.0,No,True,True,False,"Low Working Days, Target Not Met",July
3155,Fatima Chaudhry,29,14570,11631,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
3156,Fatima Javed,17,10869,11226,4.5,No,True,False,False,Low Working Days,March
3157,Sara Malik,26,13039,9108,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
3158,Zain Sheikh,21,19007,6110,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3159,Ali Nadeem,30,19330,4957,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
3160,Sara Butt,25,9891,11146,4.5,Yes,False,False,False,,September
3161,Ali Khan,24,9992,4560,3.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
3162,Ali Nadeem,23,6961,5312,4.2,No,False,True,False,Target Not Met,November
3163,Hassan Iqbal,28,17497,15595,5.0,Yes,False,False,False,,April
3164,Bilal Iqbal,27,7863,9374,5.0,Yes,False,False,False,,February
3165,Usman Chaudhry,27,15848,6651,4.2,No,False,True,False,Target Not Met,June
3166,Sara Butt,23,15686,14006,4.2,Yes,False,False,False,,July
3167,Aisha Sheikh,28,11603,13933,2.7,No,False,False,True,Low Customer Satisfaction,June
3168,Bilal Javed,23,18255,20172,4.5,Yes,False,False,False,,July
3169,Sara Tariq,16,9567,6877,3.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
3170,Sara Chaudhry,30,11513,8083,4.9,No,False,True,False,Target Not Met,August
3171,Aisha Malik,17,9005,4745,2.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
3172,Aisha Javed,21,16755,12749,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3173,Hassan Raza,19,14114,21325,3.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",September
3174,Ali Sheikh,16,17424,21323,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
3175,Fatima Butt,17,17654,21994,2.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
3176,Fatima Khan,24,16151,5725,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3177,Bilal Nadeem,20,5183,16213,4.3,Yes,False,False,False,,December
3178,Bilal Chaudhry,27,12755,13528,3.9,No,False,False,True,Low Customer Satisfaction,April
3179,Ahmed Nadeem,21,8358,18162,2.7,No,False,False,True,Low Customer Satisfaction,March
3180,Fatima Chaudhry,23,11615,12853,4.2,Yes,False,False,False,,March
3181,Usman Tariq,15,14590,11187,2.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
3182,Sara Tariq,25,11797,4032,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3183,Ali Chaudhry,21,15988,18893,4.1,Yes,False,False,False,,December
3184,Ali Sheikh,22,13728,18408,4.5,Yes,False,False,False,,July
3185,Zain Khan,26,12678,19160,3.4,No,False,False,True,Low Customer Satisfaction,January
3186,Sara Khan,28,10698,7414,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
3187,Usman Nadeem,17,6273,21540,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
3188,Aisha Iqbal,18,16159,16120,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3189,Fatima Iqbal,24,11653,5543,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",December
3190,Ahmed Chaudhry,20,19965,4271,4.9,No,False,True,False,Target Not Met,May
3191,Zain Iqbal,24,16241,9295,4.4,No,False,True,False,Target Not Met,June
3192,Maira Javed,30,6096,18963,4.0,Yes,False,False,False,,January
3193,Ali Iqbal,21,14497,15580,3.6,No,False,False,True,Low Customer Satisfaction,February
3194,Aisha Tariq,27,14107,16597,4.4,Yes,False,False,False,,September
3195,Ali Butt,28,16273,16045,3.5,No,False,False,True,Low Customer Satisfaction,August
3196,Ahmed Sheikh,18,13002,17603,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3197,Aisha Javed,22,9247,13937,2.5,No,False,False,True,Low Customer Satisfaction,September
3198,Hassan Nadeem,19,14220,18830,3.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
3199,Zain Tariq,15,10314,10722,4.8,No,True,False,False,Low Working Days,January
3200,Usman Malik,18,15169,12201,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
3201,Ali Sheikh,17,8354,8144,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
3202,Maira Javed,23,15703,9606,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3203,Ahmed Khan,22,5270,10766,4.4,Yes,False,False,False,,August
3204,Ahmed Sheikh,15,6186,21114,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",March
3205,Usman Nadeem,25,17747,19928,2.8,No,False,False,True,Low Customer Satisfaction,May
3206,Hassan Butt,20,17392,5648,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
3207,Maira Tariq,23,16956,6130,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
3208,Zain Iqbal,21,18998,18392,2.2,No,False,False,True,Low Customer Satisfaction,December
3209,Hassan Iqbal,18,11305,14588,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
3210,Ahmed Nadeem,27,7398,8366,3.9,No,False,False,True,Low Customer Satisfaction,April
3211,Maira Sheikh,15,17721,5506,3.4,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",February
3212,Maira Malik,26,11995,19222,4.9,Yes,False,False,False,,July
3213,Aisha Iqbal,16,17427,16363,4.0,No,True,False,False,Low Working Days,December
3214,Fatima Tariq,26,18782,15795,2.0,No,False,False,True,Low Customer Satisfaction,May
3215,Ali Iqbal,19,12299,13858,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3216,Ahmed Iqbal,26,9182,16616,3.2,No,False,False,True,Low Customer Satisfaction,December
3217,Ali Malik,25,14903,8136,2.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
3218,Maira Iqbal,30,7230,17478,4.8,Yes,False,False,False,,January
3219,Hassan Javed,19,11511,15161,4.4,No,True,False,False,Low Working Days,January
3220,Maira Nadeem,22,5128,6689,2.7,No,False,False,True,Low Customer Satisfaction,September
3221,Fatima Javed,20,14461,6810,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
3222,Sara Javed,22,8672,15663,2.1,No,False,False,True,Low Customer Satisfaction,November
3223,Fatima Butt,16,14793,10152,2.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
3224,Ali Chaudhry,17,9765,4012,3.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
3225,Bilal Sheikh,20,8970,15162,3.3,No,False,False,True,Low Customer Satisfaction,February
3226,Maira Raza,26,12545,11999,4.9,Yes,False,False,False,,March
3227,Fatima Tariq,27,17436,11219,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
3228,Sara Sheikh,24,18272,9328,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
3229,Ahmed Tariq,17,18139,7621,4.6,No,True,True,False,"Low Working Days, Target Not Met",May
3230,Ahmed Tariq,20,10552,15665,3.4,No,False,False,True,Low Customer Satisfaction,August
3231,Sara Tariq,20,5627,15314,2.0,No,False,False,True,Low Customer Satisfaction,August
3232,Sara Khan,16,16989,4652,2.7,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",October
3233,Ahmed Iqbal,21,18780,20182,3.0,No,False,False,True,Low Customer Satisfaction,November
3234,Aisha Tariq,26,11589,12812,4.9,Yes,False,False,False,,July
3235,Sara Sheikh,16,7044,7790,4.7,No,True,False,False,Low Working Days,July
3236,Bilal Javed,20,16744,19659,4.8,Yes,False,False,False,,November
3237,Hassan Chaudhry,15,18171,5645,4.5,No,True,True,False,"Low Working Days, Target Not Met",September
3238,Maira Iqbal,17,7341,14435,3.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
3239,Ali Raza,16,10884,7688,4.7,No,True,True,False,"Low Working Days, Target Not Met",January
3240,Sara Javed,21,16406,11689,4.9,No,False,True,False,Target Not Met,July
3241,Zain Iqbal,28,13185,5379,3.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3242,Hassan Malik,18,5249,8243,2.8,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
3243,Zain Butt,22,7925,14237,3.6,No,False,False,True,Low Customer Satisfaction,June
3244,Zain Chaudhry,20,10043,20330,2.6,No,False,False,True,Low Customer Satisfaction,December
3245,Bilal Malik,26,5974,9611,2.1,No,False,False,True,Low Customer Satisfaction,November
3246,Fatima Chaudhry,24,14517,16516,4.8,Yes,False,False,False,,April
3247,Usman Javed,18,12192,17886,4.8,No,True,False,False,Low Working Days,September
3248,Aisha Butt,19,14175,17716,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",May
3249,Ali Sheikh,27,14080,9912,3.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3250,Maira Khan,27,16129,10449,4.5,No,False,True,False,Target Not Met,January
3251,Hassan Malik,29,15309,5725,4.0,No,False,True,False,Target Not Met,January
3252,Usman Sheikh,29,7672,19870,3.2,No,False,False,True,Low Customer Satisfaction,June
3253,Zain Malik,23,18162,13304,4.2,No,False,True,False,Target Not Met,January
3254,Fatima Butt,21,12279,11522,4.7,Yes,False,False,False,,February
3255,Maira Iqbal,30,12531,17663,4.8,Yes,False,False,False,,April
3256,Fatima Malik,24,14518,8784,3.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
3257,Bilal Nadeem,28,13662,13472,2.5,No,False,False,True,Low Customer Satisfaction,April
3258,Fatima Nadeem,28,6987,21616,4.7,Yes,False,False,False,,August
3259,Ahmed Javed,23,5090,14055,2.3,No,False,False,True,Low Customer Satisfaction,May
3260,Sara Tariq,21,13721,16676,4.2,Yes,False,False,False,,February
3261,Hassan Chaudhry,30,17948,11446,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
3262,Fatima Tariq,26,9059,8725,3.2,No,False,False,True,Low Customer Satisfaction,December
3263,Aisha Javed,15,18026,18769,3.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3264,Hassan Tariq,30,7773,5409,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
3265,Bilal Chaudhry,26,18159,12205,4.8,No,False,True,False,Target Not Met,March
3266,Maira Butt,22,14878,20365,2.0,No,False,False,True,Low Customer Satisfaction,March
3267,Fatima Tariq,18,13383,4256,4.7,No,True,True,False,"Low Working Days, Target Not Met",May
3268,Usman Raza,17,15178,19704,4.7,No,True,False,False,Low Working Days,December
3269,Fatima Raza,30,16815,21807,3.0,No,False,False,True,Low Customer Satisfaction,January
3270,Ali Javed,28,12409,6990,4.1,No,False,True,False,Target Not Met,December
3271,Hassan Nadeem,27,15377,5195,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
3272,Aisha Nadeem,21,9440,5244,4.3,No,False,True,False,Target Not Met,October
3273,Bilal Raza,26,12347,15415,3.7,No,False,False,True,Low Customer Satisfaction,October
3274,Bilal Iqbal,17,6008,10766,2.9,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3275,Ali Nadeem,22,8783,15662,3.2,No,False,False,True,Low Customer Satisfaction,March
3276,Maira Iqbal,20,11646,20210,4.1,Yes,False,False,False,,December
3277,Hassan Chaudhry,19,9298,21690,4.7,No,True,False,False,Low Working Days,August
3278,Sara Raza,18,9668,14313,2.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
3279,Zain Javed,22,9287,6402,3.7,No,False,True,True,"Target Not Met, Low Customer Satisfaction",November
3280,Zain Raza,22,7052,20880,2.8,No,False,False,True,Low Customer Satisfaction,August
3281,Fatima Tariq,26,11009,17275,4.4,Yes,False,False,False,,June
3282,Ali Khan,15,16500,18915,2.2,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
3283,Usman Malik,23,6716,4909,4.1,No,False,True,False,Target Not Met,June
3284,Aisha Chaudhry,28,5310,19806,2.5,No,False,False,True,Low Customer Satisfaction,December
3285,Ahmed Butt,19,19884,4372,3.8,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",March
3286,Zain Butt,18,19391,5344,4.5,No,True,True,False,"Low Working Days, Target Not Met",March
3287,Ali Sheikh,20,9538,12515,4.3,Yes,False,False,False,,February
3288,Ahmed Nadeem,20,6260,6431,4.3,Yes,False,False,False,,June
3289,Hassan Sheikh,16,18157,14585,3.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3290,Sara Sheikh,22,8932,19462,4.7,Yes,False,False,False,,February
3291,Usman Raza,21,16460,5695,3.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",August
3292,Ahmed Butt,30,5584,5907,4.8,Yes,False,False,False,,March
3293,Hassan Iqbal,15,18882,21164,3.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",November
3294,Aisha Khan,19,15991,5019,3.5,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
3295,Sara Malik,30,18825,15457,2.7,No,False,False,True,Low Customer Satisfaction,January
3296,Ahmed Nadeem,26,12616,5403,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
3297,Bilal Javed,20,13551,21810,2.4,No,False,False,True,Low Customer Satisfaction,August
3298,Usman Khan,18,19011,12855,4.6,No,True,True,False,"Low Working Days, Target Not Met",May
3299,Bilal Malik,16,7866,9868,4.0,No,True,False,False,Low Working Days,September
3300,Zain Sheikh,27,19365,14839,5.0,No,False,True,False,Target Not Met,June
3301,Ahmed Iqbal,28,10898,4010,2.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3302,Hassan Tariq,18,7011,10330,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3303,Ahmed Iqbal,15,11251,19061,4.6,No,True,False,False,Low Working Days,May
3304,Sara Javed,21,9939,13230,3.2,No,False,False,True,Low Customer Satisfaction,January
3305,Fatima Malik,16,9006,11464,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",April
3306,Bilal Sheikh,27,6625,18746,4.6,Yes,False,False,False,,November
3307,Maira Butt,16,15956,7003,3.6,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",May
3308,Hassan Nadeem,23,5890,11195,2.6,No,False,False,True,Low Customer Satisfaction,October
3309,Sara Raza,19,19279,17662,4.7,No,True,False,False,Low Working Days,June
3310,Zain Javed,16,11078,17739,2.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",August
3311,Ali Raza,25,18247,19588,4.7,Yes,False,False,False,,April
3312,Hassan Javed,23,18756,5789,2.2,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3313,Ahmed Tariq,23,12036,11598,4.0,Yes,False,False,False,,November
3314,Ahmed Butt,15,18749,8838,2.2,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",November
3315,Ali Sheikh,25,13923,9872,4.1,No,False,True,False,Target Not Met,March
3316,Aisha Iqbal,17,8961,15367,2.1,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
3317,Aisha Javed,18,17893,8299,4.5,No,True,True,False,"Low Working Days, Target Not Met",January
3318,Hassan Sheikh,28,7504,21357,3.4,No,False,False,True,Low Customer Satisfaction,June
3319,Maira Khan,21,13806,11083,2.3,No,False,False,True,Low Customer Satisfaction,March
3320,Aisha Sheikh,24,8806,9494,4.1,Yes,False,False,False,,October
3321,Zain Raza,18,11100,15317,3.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
3322,Fatima Malik,16,6719,7129,2.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
3323,Zain Sheikh,21,17961,4104,2.0,No,False,True,True,"Target Not Met, Low Customer Satisfaction",July
3324,Zain Butt,20,18558,11433,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",June
3325,Zain Malik,17,11686,11689,2.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3326,Zain Iqbal,20,6587,7567,2.3,No,False,False,True,Low Customer Satisfaction,July
3327,Bilal Chaudhry,25,12000,21565,2.8,No,False,False,True,Low Customer Satisfaction,October
3328,Sara Tariq,29,14803,8644,3.9,No,False,True,True,"Target Not Met, Low Customer Satisfaction",February
3329,Sara Sheikh,20,5896,18966,3.6,No,False,False,True,Low Customer Satisfaction,March
3330,Ahmed Iqbal,26,10558,15330,2.2,No,False,False,True,Low Customer Satisfaction,July
3331,Usman Javed,19,13469,8394,4.9,No,True,True,False,"Low Working Days, Target Not Met",October
3332,Hassan Chaudhry,18,9647,7534,4.7,No,True,True,False,"Low Working Days, Target Not Met",June
3333,Hassan Khan,24,14828,16388,2.8,No,False,False,True,Low Customer Satisfaction,December
3334,Usman Iqbal,26,15350,15319,2.4,No,False,False,True,Low Customer Satisfaction,October
3335,Aisha Nadeem,29,7432,10475,4.8,Yes,False,False,False,,April
3336,Sara Khan,15,8904,18728,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",June
3337,Zain Butt,24,18048,16006,2.9,No,False,False,True,Low Customer Satisfaction,June
3338,Aisha Butt,20,16454,20150,3.5,No,False,False,True,Low Customer Satisfaction,September
3339,Bilal Chaudhry,16,11837,4446,4.3,No,True,True,False,"Low Working Days, Target Not Met",July
3340,Usman Tariq,27,6449,4108,2.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3341,Fatima Nadeem,17,9500,7239,4.3,No,True,True,False,"Low Working Days, Target Not Met",August
3342,Hassan Butt,28,10454,9931,4.2,Yes,False,False,False,,November
3343,Bilal Iqbal,22,14424,8053,3.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",May
3344,Zain Tariq,24,9117,17746,4.6,Yes,False,False,False,,August
3345,Ahmed Raza,28,13869,5245,2.4,No,False,True,True,"Target Not Met, Low Customer Satisfaction",April
3346,Zain Tariq,28,15850,17839,3.8,No,False,False,True,Low Customer Satisfaction,February
3347,Sara Sheikh,20,7028,16856,3.3,No,False,False,True,Low Customer Satisfaction,December
3348,Usman Raza,17,18519,9105,3.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
3349,Hassan Nadeem,30,19343,6922,2.8,No,False,True,True,"Target Not Met, Low Customer Satisfaction",March
3350,Maira Iqbal,21,11845,6513,3.1,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3351,Fatima Chaudhry,18,8758,6801,2.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",September
3352,Maira Chaudhry,28,10904,17895,2.8,No,False,False,True,Low Customer Satisfaction,May
3353,Hassan Nadeem,23,9624,10981,2.8,No,False,False,True,Low Customer Satisfaction,October
3354,Sara Iqbal,29,15229,12221,4.2,Yes,False,False,False,,October
3355,Aisha Raza,19,15841,10038,2.1,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
3356,Sara Malik,17,18964,19082,4.0,No,True,False,False,Low Working Days,August
3357,Bilal Iqbal,16,13848,18648,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
3358,Maira Javed,25,5165,4364,2.2,No,False,False,True,Low Customer Satisfaction,December
3359,Hassan Malik,16,18136,5800,2.9,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",January
3360,Maira Sheikh,17,9591,18110,2.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",December
3361,Bilal Raza,16,5589,9958,3.7,No,True,False,True,"Low Working Days, Low Customer Satisfaction",January
3362,Zain Chaudhry,28,9524,13096,3.1,No,False,False,True,Low Customer Satisfaction,September
3363,Zain Tariq,18,7821,11436,4.9,No,True,False,False,Low Working Days,July
3364,Bilal Butt,16,17450,16638,4.9,No,True,False,False,Low Working Days,March
3365,Fatima Raza,30,11509,4179,3.3,No,False,True,True,"Target Not Met, Low Customer Satisfaction",January
3366,Aisha Raza,24,12693,7873,4.4,No,False,True,False,Target Not Met,October
3367,Hassan Sheikh,23,14454,21570,2.0,No,False,False,True,Low Customer Satisfaction,August
3368,Sara Butt,16,5071,19455,3.6,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3369,Ali Malik,23,16708,21157,4.2,Yes,False,False,False,,February
3370,Aisha Khan,27,17942,16797,2.7,No,False,False,True,Low Customer Satisfaction,April
3371,Maira Nadeem,20,8580,8460,2.2,No,False,False,True,Low Customer Satisfaction,December
3372,Sara Chaudhry,15,12962,19316,2.5,No,True,False,True,"Low Working Days, Low Customer Satisfaction",October
3373,Sara Chaudhry,18,5268,4352,3.3,No,True,False,True,"Low Working Days, Low Customer Satisfaction",July
3374,Sara Javed,29,14968,9344,3.5,No,False,True,True,"Target Not Met, Low Customer Satisfaction",October
3375,Hassan Malik,28,7462,8507,3.1,No,False,False,True,Low Customer Satisfaction,November
3376,Fatima Tariq,15,14460,8830,3.3,No,True,True,True,"Low Working Days, Target Not Met, Low Customer Satisfaction",June
3377,Zain Nadeem,28,6015,15220,3.4,No,False,False,True,Low Customer Satisfaction,April
3378,Sara Iqbal,30,15914,4117,4.3,No,False,True,False,Target Not Met,November
3379,Hassan Raza,20,14275,20865,2.3,No,False,False,True,Low Customer Satisfaction,August
3380,Maira Chaudhry,28,17293,8287,4.3,No,False,True,False,Target Not Met,August
3381,Hassan Sheikh,27,18269,8477,4.1,No,False,True,False,Target Not Met,June
3382,Sara Tariq,18,19905,10533,4.2,No,True,True,False,"Low Working Days, Target Not Met",September
3383,Bilal Javed,17,12984,20627,4.2,No,True,False,False,Low Working Days,May
3384,Ali Chaudhry,17,5406,16755,3.4,No,True,False,True,"Low Working Days, Low Customer Satisfaction",February
3385,Ahmed Malik,23,12384,4865,2.6,No,False,True,True,"Target Not Met, Low Customer Satisfaction",September
